,rsmi,psmi,ea,dh,Hf_r,Hf_p,Hf_ts,AE_mopac,DH_mopac,AE_no_zpe,ER_no_zpe,RXN_no_zpe,ae_diff,dh_diff
9337,[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1]([N+:2]1([H:12])[C-:3]([H:11])[C:4](=[C:5]([H:13])[H:14])[C:6]([H:15])=[N:7]1)([H:8])([H:9])[H:10],130.81220224683997,78.0587229478438,35.65747,84.84737,163.28571000000005,127.62824000000002,49.1899,136.61,57.8,78.81,8.981759999999994,29.6201
9339,[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1]([N:2]1[C@@:3]2([H:11])[C:4]([C:5]([H:12])([H:13])[H:14])=[C:6]([H:15])[N:7]12)([H:8])([H:9])[H:10],115.735888202436,83.4997218424828,35.65747,114.98454,135.79390700000002,100.13643700000002,79.32706999999998,119.38,34.18,85.2,19.24356299999998,5.872930000000025
9341,[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1]([C@:3]1([H:11])[N:2]=[N:7][C:6]([H:15])=[C:4]1[C:5]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],66.7218730316862,22.014305893660197,35.65747,46.79008,95.78993,60.13246,11.132609999999993,68.84,45.86,22.98,8.707540000000002,11.847390000000008
9344,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]([C:7][H:16])([H:12])[C:5]([H:13])([H:14])[C@@:6]12[H:15])([H:8])([H:9])[H:10],90.12973926723707,67.6731110199939,92.63041,144.49068,179.19994,86.56953,51.86027,92.58,22.11,70.48,6.010469999999998,18.619730000000004
9345,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:6](\[C:5]([C:4]1([H:12])[C:3]([H:11])=[C:7]1[H:16])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],88.7102529292051,4.68695018397618,92.63041,75.53493,121.50321,28.87280000000001,-17.095479999999995,92.68,85.18,7.5,63.807199999999995,24.595479999999995
9347,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]([C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:14])=[C:6]([H:15])[C@@:7]12[H:16])[H:13])([H:8])([H:9])[H:10],70.856291261834,3.33234676933215,92.63041,87.55624,154.41392,61.78350999999999,-5.074169999999995,74.39,69.95,4.44,12.606490000000008,9.514169999999996
9348,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N+:2]12[C@@:3]3([H:11])[C@@:4]([H:12])([C:5]1([H:13])[H:14])[C@@:7]3([H:16])[C-:6]2[H:15])([H:8])([H:9])[H:10],106.61969958453301,62.4429521979992,92.63041,141.70141999999996,170.70779,78.07737999999998,49.07100999999999,109.82,46.34,63.48,31.742620000000016,14.40899000000001
9349,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1](=[N:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])=[C:7]1[H:16])([H:9])[H:11])([H:8])[H:10],93.0919585740426,-16.9361514984088,92.63041,62.20385,190.02599,97.39557999999998,-30.426559999999995,98.35,113.79,-15.43,0.9544200000000131,14.996559999999995
9351,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]1[C@@:3]2([H:11])[C:4][C:5]([H:13])([H:14])[C@:6]1([H:15])[C:7]2([H:12])[H:16])([H:8])([H:9])[H:10],59.8664342260921,44.28198706411511,92.63041,127.07593,170.00805,77.37764,34.44552,62.56,16.84,45.72,-14.817639999999997,11.274479999999997
9352,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]1[C@:6]2([H:15])[C:5]([H:13])([H:14])[C:4]([H:12])=[C:3]([H:11])[C@:7]12[H:16])([H:8])([H:9])[H:10],68.74311759719019,-29.7287724994204,92.63041,55.01603000000001,154.67696,62.04655000000001,-37.61437999999999,72.31,101.72,-29.41,10.263449999999992,8.20437999999999
9353,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]1[C:3]([H:11])([H:12])[C@@:7]2([H:16])[C:4][C:5]([H:13])([H:14])[C@@:6]12[H:15])([H:8])([H:9])[H:10],56.4866260540755,53.7014288470608,92.63041,119.38543,159.37346000000005,66.74305000000003,26.75502,59.65,3.81,55.83,-7.0930500000000265,29.07498
9355,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N+:2]1=[C:6]([H:15])[C:7]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:16])[C-:3]1[H:11])([H:8])([H:9])[H:10],44.641367275354995,21.4385539217363,92.63041,85.78723000000002,126.06812,33.43771,-6.8431799999999905,48.05,23.79,24.25,14.612289999999994,31.09317999999999
9356,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N+:2]1([H:16])[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C-:7]23)([H:8])([H:9])[H:10],90.65924865784659,57.453343142311,92.63041,153.72736,205.08797,112.45756,61.09695000000001,94.8,37.67,57.13,-17.657560000000004,-3.966950000000004
9358,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C-:1]([N+:2]1=[C:3]([H:11])[C@@:7]2([H:16])[C:4]([H:9])([H:12])[C:5]([H:13])([H:14])[C@@:6]12[H:15])([H:8])[H:10],70.3427024545161,11.980949906431999,92.63041,73.40426,158.76012,66.12971,-19.226150000000004,74.11,60.97,13.14,7.9802899999999966,32.366150000000005
9359,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3](/[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])=[C:7]1[H:16])[H:11])([H:8])([H:9])[H:10],44.5119572690736,-21.7781534923205,92.63041,56.22236,121.93442,29.30400999999999,-36.40805,46.72,66.77,-20.04,17.415990000000008,16.368050000000004
9360,[C:1]([N:2]1[C@@:3]2([H:11])[C@@:4]3([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([N:2]([C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6][C@@:7]12[H:16])[H:15])([H:8])([H:9])[H:10],68.086768403055,37.7693849371747,92.63041,130.16747,167.62343,74.99302000000002,37.53706000000001,72.08,33.03,39.05,-2.9130200000000173,1.5129399999999862
9361,[C:1](#[C:2][c:3]1[c:4]([H:9])[o:5][n:6][c:7]1[H:10])[H:8],[C:1](#[C:2][C:3]([C:4](=[O:5])[H:9])=[C:7]=[N:6][H:10])[H:8],55.5106008851305,-3.08416661760406,79.99455999999998,61.62306,145.55671999999996,65.56215999999999,-18.3715,60.89,61.53,-0.64,-4.672159999999991,17.7315
9364,[C:1](#[C:2][c:3]1[c:4]([H:9])[o:5][n:6][c:7]1[H:10])[H:8],[C:1]1([H:8])=[C:4]([H:9])[O:5][N:6]=[C:7]([H:10])[C:3]#[C:2]1,90.5732655824073,61.999170701042004,79.99455999999998,131.48098000000002,188.40159,108.40703,51.48642000000002,92.78,29.96,62.82,-15.627030000000005,11.333579999999984
9368,[C:1](#[C:2][c:3]1[c:4]([H:9])[o:5][n:6][c:7]1[H:10])[H:8],[C:1](#[C:2][C@:3]1([C:4](=[O:5])[H:9])[N:6]=[C:7]1[H:10])[H:8],60.7769558444932,18.9669010106978,79.99455999999998,107.66609,145.62663999999995,65.63207999999999,27.671530000000004,64.85,43.24,21.61,-0.7820799999999934,-6.061530000000005
9369,[C:1](#[C:2][c:3]1[c:4]([H:9])[o:5][n:6][c:7]1[H:10])[H:8],[C:1](#[C:2][C:3]#[C:4][H:9])[H:8].[O-:5][N+:6]#[C:7][H:10],95.5234195211227,73.4472765520034,79.99455999999998,135.67361,163.5776,83.58304,55.67905,100.42,21.48,78.94,16.836960000000005,23.26095
9370,[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([C:6]#[N:7])([H:10])[C:5]1([H:11])[H:12],[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([N+:7]#[C-:6])([H:10])[C:5]1([H:11])[H:12],61.6395231404805,20.087274760192802,3.27826,19.94557,97.18713,93.90887,16.66731,63.51,43.07,20.44,-30.398869999999995,3.7726900000000008
9372,[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([C:6]#[N:7])([H:10])[C:5]1([H:11])[H:12],[O:1]([C:2]1=[C:5]([H:11])[C@@:4]([C:6]#[N:7])([H:10])[C:3]1([H:8])[H:9])[H:12],78.98927215645791,15.6909607274436,3.27826,26.46906,89.54249,86.26423,23.1908,82.88,67.87,15.01,-3.3842300000000023,-8.1808
9375,[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([C:6]#[N:7])([H:10])[C:5]1([H:11])[H:12],[O-:1][N+:7]#[C:6][C:4]1([H:10])[C:3]([H:8])([H:9])[C:2][C:5]1([H:11])[H:12],171.776644468369,134.98078654874502,3.27826,113.09139,185.57071,182.29245000000003,109.81313,173.84,37.48,136.36,-8.452450000000027,26.546870000000013
9376,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1]=[C:2]=[C:6]=[N:7][C:4]1=[C:5]([H:10])[C:3]1([H:8])[H:9],84.9945606334154,59.483172460458896,56.15002,98.65547,149.8745,93.72448,42.50545,87.46,27.34,60.12,-6.264480000000006,17.614549999999994
9377,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1]=[C:2]([C:3]([C:5](=[C:4])[H:10])([H:8])[H:9])[C:6]#[N:7],64.5928258748588,46.1510047867828,56.15002,97.23243,145.745,89.59498,41.08241000000001,66.62,18.96,47.65,-22.974980000000002,6.5675899999999885
9378,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O+:1](=[C-:2][C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],100.18285541834601,75.2826985762301,56.15002,114.38016,147.64093,91.49091,58.23014000000001,102.64,25.85,76.8,11.149090000000001,18.569859999999984
9379,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1](/[C:2](=[C:3](/[C:4]#[C:5][H:10])[H:9])[C:6]#[N:7])[H:8],61.9812091718198,4.7393198732552895,56.15002,60.18839000000001,115.08568,58.93566000000001,4.0383700000000085,65.58,61.17,4.41,6.6443399999999855,0.3716299999999917
9380,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[N+:7]#[C-:6],41.5068601131967,11.2397443550964,56.15002,59.77611,131.8479,75.69788000000001,3.6260899999999983,43.32,31.73,11.59,-32.37788000000001,7.963910000000002
9382,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[o:1]1[c:2]([C:6]#[N:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],54.310020394987404,-37.2669564227046,56.15002,28.87965,130.45224,74.30221999999998,-27.27037,55.18,95.16,-39.98,-19.122219999999977,-12.709629999999997
9383,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1]1[C@:2]([C:4]#[C:5][H:10])([C:6]#[N:7])[C:3]1([H:8])[H:9],99.6265851762027,24.0261147940174,56.15002,85.50281,157.62062,101.4706,29.352790000000002,102.32,78.8,23.52,0.8493999999999886,-5.832790000000003
9384,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:10])([H:8])[H:9])[C:6]#[N:7],[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4](=[C:5])/[C:6]1=[N:7]\[H:10],86.16070301539948,57.6138457810204,56.15002,113.42611,156.43125,100.28123,57.27609000000001,89.57,31.86,57.71,-10.71123,0.43390999999999025
9385,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3](/[O:4][C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],41.450896069857,21.0767984490745,-91.04602,-72.53311,-51.64136,39.40466,18.512910000000005,43.03,21.46,21.57,3.6253400000000013,3.057089999999995
9386,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([O:4]/[C:3](=[N:2]/[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],74.9321539842331,19.1539419570073,-91.04602,-74.88266,-27.11584,63.93017999999999,16.163359999999994,77.28,57.82,19.46,13.349820000000008,3.296640000000007
9388,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:5](/[O:6][C:3](=[O:4])[H:11])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],40.1149221743959,20.60304956319661,-91.04602,-71.0111,-52.49921,38.54681,20.03492,41.5,20.2,21.3,2.9531899999999993,1.265080000000001
9389,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C-:5]#[O+:6].[C:1](/[N:2]=[C:3](/[O:4][C:7]([H:12])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],111.46948341449301,36.1155954644731,-91.04602,-50.89013,-6.419969999999998,84.62604999999998,40.15589,114.76,76.08,38.69,30.133950000000027,-1.4658900000000017
9390,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([O:6]/[C:5](=[N:2]/[C:3](=[O:4])[H:11])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],73.79104622657721,20.525900324688106,-91.04602,-75.21101999999998,-26.10586,64.94015999999999,15.835000000000008,76.28,55.32,20.95,11.33984000000001,5.114999999999991
9392,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5]([O:6][H:13])=[C:7]([H:12])[H:14])([H:8])([H:9])[H:10],63.72135460319329,23.224734696324397,-91.04602,-72.70846999999998,-30.41115,60.63486999999999,18.337550000000007,67.36,44.04,23.32,6.725130000000007,4.982449999999993
9393,[C:1]([N:2]([C:3](=[O:4])[H:11])[C:5](=[O:6])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C-:3]#[O+:4].[C:1](/[N:2]=[C:5](/[O:6][H:11])[C:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],42.2328573794954,21.447907906249302,-91.04602,-69.23108,-56.96496,34.08106,21.814939999999996,46.35,22.39,23.95,12.26894,2.135060000000003
9394,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O+:4]=[C-:5][N:6]([H:12])[C:7]1([H:13])[H:14])[H:8],71.39312509715299,28.1417225641819,-73.19041999999997,-64.0219,-5.60197,67.58845,9.168519999999988,75.26,47.18,28.08,7.6715500000000105,18.91148000000001
9395,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[H:8][H:9].[O:1]=[C:2]1[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14],89.0164131427665,16.2063502819985,-73.19041999999997,-89.14548,2.23882,75.42924000000001,-15.955060000000017,94.78,71.24,23.54,19.350759999999994,39.49506000000002
9398,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:2][C:3]([O:4]/[C:5](=[N:6]\[C:7]([H:9])([H:13])[H:14])[H:12])([H:10])[H:11])[H:8],80.9997203443563,64.6806496410957,-73.19041999999997,-25.8818,5.9867599999999985,79.17717999999998,47.30861999999999,85.77,17.81,67.96,6.5928200000000174,20.651380000000003
9400,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]([C:3]([O:4][H:14])([H:10])[H:11])([C:7](=[N+:6]=[C-:5][H:12])[H:13])[H:9])[H:8],83.5612455995411,50.7564627216873,-73.19041999999997,-45.86813,0.25412,73.44453999999998,27.32228999999999,86.76,32.59,54.17,13.31546000000003,26.84771000000001
9402,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]=[C:2]([C:3]([O:4][C:5]([N:6]=[C:7]([H:13])[H:14])([H:8])[H:12])([H:10])[H:11])[H:9],70.7518042175795,21.2039103104405,-73.19041999999997,-49.69689,-2.6686,70.52181999999998,23.493529999999986,75.59,51.59,24.0,5.0681800000000266,0.5064700000000144
9404,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[N:6]([C:5](=[O:4])[H:12])[C:7]1([H:13])[H:14])[H:8],77.68026119727391,2.30359982860373,-73.19041999999997,-63.78697,0.94819,74.13860999999999,9.403449999999992,80.81,77.23,3.58,6.671390000000017,-5.823449999999992
9405,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O+:4]=[C:5]([H:12])[N:6]([H:14])[C-:7]1[H:13])[H:8],73.2722593857854,41.765098508543296,-73.19041999999997,-50.49575,-4.21519,68.97522999999998,22.69466999999999,76.79,34.35,42.44,7.814770000000024,19.745330000000006
9406,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]([C:3](=[O:4])[H:11])([C:7]([N:6]=[C:5]([H:10])[H:12])([H:13])[H:14])[H:9])[H:8],82.94870182209809,12.329466799650199,-73.19041999999997,-56.29155,15.76392,88.95433999999999,16.898869999999988,87.53,72.15,15.39,-1.4243399999999866,-1.5088699999999875
9407,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:3]([O:4]/[C:5](=[N:6]\[C:7]([C:2][H:9])([H:13])[H:14])[H:12])([H:10])[H:11])[H:8],124.06894436556601,93.849055629555,-73.19041999999997,-1.09784,16.37782,89.56823999999997,72.09257999999998,128.56,32.74,95.82,38.99176000000003,23.72742000000001
9409,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:2]([C:7](/[N:6]=[C:5](\[O+:4]=[C-:3][H:10])[H:12])([H:13])[H:14])([H:9])[H:11])[H:8],90.4770509207485,78.35998093485729,-73.19041999999997,-10.88632,18.60034,91.79076,62.30409999999999,95.03,13.17,81.85,3.2392399999999952,19.545900000000003
9410,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:2](=[C:3]([H:10])[H:11])[H:9])[H:8].[O:4]=[C:5]([N:6]=[C:7]([H:13])[H:14])[H:12],52.0600694062325,17.6973877350248,-73.19041999999997,-54.74604,-20.53745,52.65296999999999,18.44437999999999,55.76,33.82,21.95,3.107030000000009,3.505620000000011
9411,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[C:2]1([H:9])=[C:7]([H:13])[N:6]=[C:5]([H:12])[O:4][C:3]1([H:10])[H:11].[O:1]([H:8])[H:14],67.0928454242152,8.70129701882074,-73.19041999999997,-70.52848,-27.7431,45.44731999999999,2.661939999999987,72.12,60.33,11.79,26.672680000000014,9.128060000000012
9414,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]([C:3]([O:4][H:12])([H:10])[H:11])([C:7]([N+:6]#[C-:5])([H:13])[H:14])[H:9])[H:8],67.7036619038597,18.15033837074489,-73.19041999999997,-52.59655,-8.360330000000001,64.83008999999998,20.59386999999999,71.8,52.06,19.74,6.969910000000013,-0.8538699999999899
9415,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]1[C@@:2]([C:7](/[N:6]=[C:5](\[O:4][H:8])[H:12])([H:13])[H:14])([H:9])[C:3]1([H:10])[H:11],74.3063603992115,18.7651251060955,-73.19041999999997,-47.16768,2.38839,75.57880999999998,26.02273999999999,77.61,57.91,19.71,2.0311900000000236,-6.312739999999991
9416,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C@@:2]1([C:3]([H:9])([H:10])[H:11])[N:6]([C:5](=[O:4])[H:12])[C:7]1([H:13])[H:14])[H:8],67.021388750542,3.83953728161591,-73.19041999999997,-55.77945,15.135279999999998,88.32569999999998,17.410969999999992,71.94,65.68,6.26,-16.385699999999986,-11.150969999999992
9417,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[H:12][H:14].[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C-:5]=[N+:6]=[C:7]1[H:13])[H:8],107.884890236709,79.2570645442232,-73.19041999999997,-58.6269,38.98651,112.17692999999998,14.56351999999999,115.41,27.98,87.44,3.233070000000012,72.87648000000002
9418,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[O:1]([C:2][C:7](/[N:6]=[C:5](\[O:4][C:3]([H:9])([H:10])[H:11])[H:12])([H:13])[H:14])[H:8],85.6041299296448,60.951304258986504,-73.19041999999997,-28.32403,7.95383,81.14424999999999,44.86638999999999,89.77,26.11,63.66,8.62575000000001,18.793610000000008
9421,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],[C:3]([H:10])[H:11].[O:1]([C@@:2]1([H:9])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8],116.32542575228001,91.6472187410948,-73.19041999999997,2.82656,26.47134,99.66176,76.01697999999998,120.59,25.74,94.85,20.928240000000002,18.83302000000002
9422,[C:1]([C:2]([O:3][C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6][C:7]([H:17])([H:18])[H:19])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],68.0127412868182,60.2626485009529,-36.00545,9.33645,40.23753,76.24298,45.3419,71.43,8.26,63.17,-4.812979999999996,17.8281
9423,[C:1]([C:2]([O:3][C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([H:11])([H:12])[H:14])([H:8])([H:9])[H:10].[O:3]=[C:4](/[C:5](=[C:6](\[C:7]([H:17])([H:18])[H:19])[H:16])[H:15])[H:13],93.8217417847733,-6.71884719654137,-36.00545,-46.08771,52.98186,88.98731000000002,-10.082259999999991,99.21,102.57,-3.36,10.222689999999972,6.7222599999999915
9425,[C:1]([C:2]([O:3][C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]1([H:13])=[C:5]([H:14])[C:6]1([C:7]([H:17])([H:18])[H:19])[H:16],80.9878699838768,38.558470211705604,-36.00545,-4.67195,29.36871,65.37416,31.333500000000004,85.07,43.39,41.68,19.69583999999999,10.346499999999995
9426,[C:1]([C:2]([O:3][C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O+:3]=[C-:4][C:5]([C:6]([C:7]([H:17])([H:18])[H:19])([H:13])[H:16])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],55.8737078469007,31.7333473233634,-36.00545,-17.35781,23.54125,59.5467,18.647640000000006,58.96,26.22,32.74,-0.5867000000000004,14.092359999999996
